parameter,value2
boosting_type,gbdt
class_weight,
colsample_bytree,0.9454327638424945
importance_type,split
learning_rate,0.0007007988503825381
max_depth,-1
min_child_samples,20
min_child_weight,0.001
min_split_gain,0.0
n_estimators,1174
n_jobs,-1
num_leaves,8
objective,binary
random_state,
reg_alpha,0.0
reg_lambda,0.0
silent,warn
subsample,0.5930070264428381
subsample_for_bin,325840
subsample_freq,0
metric,binary_logloss
verbose,1
force_col_wise,true
cv,
scoring,precision
num_col,110
iterations,10
best_score,0.5775757575757576
best_index,5.0
acc_train,0.9084967320261438
acc_val,0.48717948717948717
acc_test,0.6326530612244898
precision,0.6666666666666666
recall,0.36363636363636365
f1score,0.4705882352941177
roc,0.6077441077441078
tn,23.0
fp,4.0
fn,14.0
tp,8.0
acc_test1,0.5
precision1,0.6666666666666666
recall1,0.4
f1score1,0.5
roc1,0.5333333333333333
tn1,4.0
fp1,2.0
fn1,6.0
tp1,4.0
acc_test2,0.625
precision2,0.6666666666666666
recall2,0.2857142857142857
f1score2,0.4
roc2,0.5873015873015872
tn2,8.0
fp2,1.0
fn2,5.0
tp2,2.0
acc_test3,0.7647058823529411
precision3,0.6666666666666666
recall3,0.4
f1score3,0.5
roc3,0.6583333333333333
tn3,11.0
fp3,1.0
fn3,3.0
tp3,2.0
