parameter,value1
boosting_type,gbdt
class_weight,
colsample_bytree,0.45
importance_type,split
learning_rate,0.007
max_depth,2
min_child_samples,20
min_child_weight,0.001
min_split_gain,0.0
n_estimators,200
n_jobs,-1
num_leaves,4
objective,binary
random_state,42
reg_alpha,0.0
reg_lambda,0.0
silent,warn
subsample,0.3
subsample_for_bin,200000
subsample_freq,0
max_delta_step,0.5
metric,binary_logloss
best_score,1.0
best_index,54770.0
acc_train,0.7615384615384615
acc_val,0.696969696969697
acc_test,0.5609756097560976
precision,0.5
recall,0.16666666666666666
f1score,0.25
roc,0.5181159420289856
tn,20.0
fp,3.0
fn,15.0
tp,3.0
acc_test1,0.46153846153846156
precision1,0.5
recall1,0.14285714285714285
f1score1,0.22222222222222224
roc1,0.4880952380952381
tn1,5.0
fp1,1.0
fn1,6.0
tp1,1.0
acc_test2,0.46153846153846156
precision2,0.3333333333333333
recall2,0.16666666666666666
f1score2,0.2222222222222222
roc2,0.44047619047619047
tn2,5.0
fp2,2.0
fn2,5.0
tp2,1.0
acc_test3,0.7333333333333333
precision3,1.0
recall3,0.2
f1score3,0.33333333333333337
roc3,0.6
tn3,10.0
fp3,0.0
fn3,4.0
tp3,1.0
