parameter,value1
boosting_type,gbdt
class_weight,
colsample_bytree,0.1677891427453575
importance_type,split
learning_rate,0.0019162589666810593
max_depth,23
min_child_samples,32
min_child_weight,5
min_split_gain,0.0
n_estimators,4410
n_jobs,-1
num_leaves,10
objective,binary
random_state,
reg_alpha,0.9
reg_lambda,2.8000000000000003
silent,warn
subsample,0.6487712293279236
subsample_for_bin,477471
subsample_freq,0
metric,binary_logloss
verbose,1
boost_from_average,True
force_col_wise,true
max_bin,435
scale_pos_weight,0.6000000000000001
cv,3
scoring,precision
num_col,110
iterations,20
best_score,0.6168831168831169
best_index,5.0
acc_train,0.9130434782608695
acc_val,0.6304347826086957
acc_test,0.5172413793103449
precision,0.5625
recall,0.3
f1score,0.3913043478260869
roc,0.525
tn,21.0
fp,7.0
fn,21.0
tp,9.0
acc_test1,0.47368421052631576
precision1,0.6666666666666666
recall1,0.3333333333333333
f1score1,0.4444444444444444
roc1,0.5238095238095237
tn1,5.0
fp1,2.0
fn1,8.0
tp1,4.0
acc_test2,0.5789473684210527
precision2,0.6
recall2,0.3333333333333333
f1score2,0.42857142857142855
roc2,0.5666666666666667
tn2,8.0
fp2,2.0
fn2,6.0
tp2,3.0
acc_test3,0.5
precision3,0.4
recall3,0.2222222222222222
f1score3,0.2857142857142857
roc3,0.47474747474747475
tn3,8.0
fp3,3.0
fn3,7.0
tp3,2.0
