parameter,value1,value2
boosting_type,gbdt,gbdt
class_weight,,
colsample_bytree,0.7,0.7
importance_type,split,split
learning_rate,0.0015,0.0015
max_depth,-1,-1
min_child_samples,20,20
min_child_weight,0.001,0.001
min_split_gain,0.0,0.0
n_estimators,1200,1200
n_jobs,-1,-1
num_leaves,4,4
objective,binary,binary
random_state,42,42
reg_alpha,0.0,0.0
reg_lambda,0.0,0.0
silent,warn,warn
subsample,0.2,0.1
subsample_for_bin,200000,200000
subsample_freq,0,0
metric,binary_logloss,binary_logloss
scale_pos_weight,1.0,1.0
cv,,
scoring,precision,precision
num_col,110,110
best_score,0.49444444444444446,0.49444444444444446
best_index,2680.0,567.0
acc_train,0.9583333333333334,0.9583333333333334
acc_val,0.6451612903225806,0.6451612903225806
acc_test,0.6578947368421053,0.6578947368421053
precision,0.75,0.75
recall,0.47368421052631576,0.47368421052631576
f1score,0.5806451612903226,0.5806451612903226
roc,0.6578947368421052,0.6578947368421052
tn,16.0,16.0
fp,3.0,3.0
fn,10.0,10.0
tp,9.0,9.0
acc_test1,0.75,0.75
precision1,0.8,0.8
recall1,0.6666666666666666,0.6666666666666666
f1score1,0.7272727272727272,0.7272727272727272
roc1,0.75,0.75
tn1,5.0,5.0
fp1,1.0,1.0
fn1,2.0,2.0
tp1,4.0,4.0
acc_test2,0.3333333333333333,0.3333333333333333
precision2,0.0,0.0
recall2,0.0,0.0
f1score2,0.0,0.0
roc2,0.33333333333333337,0.33333333333333337
tn2,4.0,4.0
fp2,2.0,2.0
fn2,6.0,6.0
tp2,0.0,0.0
acc_test3,0.8571428571428571,0.8571428571428571
precision3,1.0,1.0
recall3,0.7142857142857143,0.7142857142857143
f1score3,0.8333333333333333,0.8333333333333333
roc3,0.8571428571428572,0.8571428571428572
tn3,7.0,7.0
fp3,0.0,0.0
fn3,2.0,2.0
tp3,5.0,5.0
