parameter,value1,value2,value3
cv,3,3,3
iterations,30,30,30
num_col,98,98,98
scoring,accuracy,precision,accuracy
boost_from_average,False,True,False
boosting_type,gbdt,gbdt,gbdt
class_weight,,,
colsample_bytree,0.005,0.11938851385629598,0.005
force_col_wise,true,true,true
importance_type,split,split,split
learning_rate,0.004,0.0017090959875445586,0.003930387393799548
max_bin,350,678,825
max_depth,14,15,27
metric,binary_logloss,binary_logloss,binary_logloss
min_child_samples,19,26,38
min_child_weight,5,5,0.001
min_split_gain,0.0,0.0,0.0
n_estimators,6206,4453,9844
n_jobs,-1,-1,-1
num_leaves,7,11,5
objective,binary,binary,binary
random_state,42,42,42
reg_alpha,2.2,1.5,2.5
reg_lambda,3.5,4.1000000000000005,0.6000000000000001
scale_pos_weight,1.8000000000000005,0.4000000000000001,1.0000000000000002
silent,warn,warn,warn
subsample,1.0,0.46954798836653006,0.27559997675332526
subsample_for_bin,100000,400436,500000
subsample_freq,0,0,0
verbose,1,0,0
best_score,0.6410256410256411,1.0,0.6564102564102564
best_index,20.0,20.0,17.0
acc_train,0.9641025641025641,0.6820512820512821,0.9487179487179487
acc_val,0.5918367346938775,0.5714285714285714,0.6122448979591837
acc_test,0.6290322580645161,0.5483870967741935,0.6774193548387096
precision,0.631578947368421,1.0,0.782608695652174
recall,0.7272727272727273,0.15151515151515152,0.5454545454545454
f1score,0.676056338028169,0.2631578947368421,0.6428571428571429
roc,0.622257053291536,0.5757575757575758,0.6865203761755486
tn,15.0,29.0,24.0
fp,14.0,0.0,5.0
fn,9.0,28.0,15.0
tp,24.0,5.0,18.0
acc_test1,0.6,0.55,0.65
precision1,0.6,1.0,0.7142857142857143
recall1,0.6,0.1,0.5
f1score1,0.6,0.18181818181818182,0.588235294117647
roc1,0.6,0.55,0.6500000000000001
tn1,6.0,10.0,8.0
fp1,4.0,0.0,2.0
fn1,4.0,9.0,5.0
tp1,6.0,1.0,5.0
acc_test2,0.65,0.65,0.8
precision2,0.6666666666666666,1.0,0.8888888888888888
recall2,0.7272727272727273,0.36363636363636365,0.7272727272727273
f1score2,0.6956521739130435,0.5333333333333333,0.7999999999999999
roc2,0.6414141414141414,0.6818181818181819,0.8080808080808081
tn2,5.0,9.0,8.0
fp2,4.0,0.0,1.0
fn2,3.0,7.0,3.0
tp2,8.0,4.0,8.0
acc_test3,0.6363636363636364,0.45454545454545453,0.5909090909090909
precision3,0.625,0.0,0.7142857142857143
recall3,0.8333333333333334,0.0,0.4166666666666667
f1score3,0.7142857142857143,0.0,0.5263157894736842
roc3,0.6166666666666667,0.5,0.6083333333333334
tn3,4.0,10.0,8.0
fp3,6.0,0.0,2.0
fn3,2.0,12.0,7.0
tp3,10.0,0.0,5.0
