parameter,value1,value2
boosting_type,gbdt,gbdt
class_weight,,
colsample_bytree,0.872293668820899,0.872293668820899
importance_type,split,split
learning_rate,0.00040783886902393755,0.00040783886902393755
max_depth,0,0
min_child_samples,26,26
min_child_weight,3,3
min_split_gain,0.0,0.0
n_estimators,2465,2465
n_jobs,-1,-1
num_leaves,8,8
objective,binary,binary
random_state,,
reg_alpha,0.4,0.4
reg_lambda,0.7000000000000001,0.7000000000000001
silent,warn,warn
subsample,0.7473968543326747,0.7473968543326747
subsample_for_bin,481885,481885
subsample_freq,2,2
metric,binary_logloss,binary_logloss
verbose,1,1
boost_from_average,True,True
force_col_wise,true,true
max_bin,290,290
scale_pos_weight,0.9000000000000001,0.9000000000000001
cv,5,5
scoring,precision,precision
num_col,110,57
iterations,10,10
best_score,0.5444444444444445,0.6
best_index,8.0,8.0
acc_train,0.7475728155339806,0.7475728155339806
acc_val,0.6538461538461539,0.6538461538461539
acc_test,0.6666666666666666,0.6666666666666666
precision,0.8333333333333334,0.8333333333333334
recall,0.5263157894736842,0.5263157894736842
f1score,0.6451612903225806,0.6451612903225806
roc,0.6917293233082706,0.6917293233082706
tn,12.0,12.0
fp,2.0,2.0
fn,9.0,9.0
tp,10.0,10.0
acc_test1,0.5454545454545454,0.5454545454545454
precision1,0.75,0.75
recall1,0.42857142857142855,0.42857142857142855
f1score1,0.5454545454545454,0.5454545454545454
roc1,0.5892857142857143,0.5892857142857143
tn1,3.0,3.0
fp1,1.0,1.0
fn1,4.0,4.0
tp1,3.0,3.0
acc_test2,0.5454545454545454,0.5454545454545454
precision2,0.75,0.75
recall2,0.42857142857142855,0.42857142857142855
f1score2,0.5454545454545454,0.5454545454545454
roc2,0.5892857142857143,0.5892857142857143
tn2,3.0,3.0
fp2,1.0,1.0
fn2,4.0,4.0
tp2,3.0,3.0
acc_test3,0.9090909090909091,0.9090909090909091
precision3,1.0,1.0
recall3,0.8,0.8
f1score3,0.888888888888889,0.888888888888889
roc3,0.9,0.9
tn3,6.0,6.0
fp3,0.0,0.0
fn3,1.0,1.0
tp3,4.0,4.0
