"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","576,000","577,000","578,000","563,000","168.25K","-0.69%"
"2023- 04- 20","580,000","582,000","586,000","575,000","0.02K","-0.34%"
"2023- 04- 19","582,000","592,000","592,000","581,000","0.07K","-1.69%"
"2023- 04- 18","592,000","593,000","598,000","586,000","245.22K","0.17%"
"2023- 04- 17","591,000","588,000","593,000","584,000","0.11K","-0.51%"
"2023- 04- 16","594,000","594,000","594,000","594,000","","0.00%"
"2023- 04- 14","594,000","603,000","604,000","586,000","338.08K","-0.83%"
"2023- 04- 13","599,000","581,000","599,000","575,000","0.01K","1.53%"
"2023- 04- 12","590,000","608,000","610,000","588,000","537.16K","-3.28%"
"2023- 04- 11","610,000","600,000","613,000","596,000","809.38K","2.35%"
"2023- 04- 10","596,000","587,000","598,000","584,000","0.01K","2.76%"
"2023- 04- 09","580,000","580,000","580,000","580,000","","0.00%"
"2023- 04- 07","580,000","581,000","590,000","579,000","347.82K","0.00%"
"2023- 04- 06","580,000","587,000","590,000","578,000","275.99K","-1.36%"
"2023- 04- 05","588,000","575,000","589,000","574,000","0.11K","2.26%"
"2023- 04- 04","575,000","586,000","597,000","572,000","0.10K","-1.88%"
"2023- 04- 03","586,000","588,000","590,000","577,000","329.41K","0.34%"
"2023- 04- 02","584,000","584,000","584,000","584,000","","0.00%"
"2023- 03- 31","584,000","582,000","590,000","571,000","296.88K","-0.68%"
"2023- 03- 30","588,000","586,000","590,000","576,000","0.05K","0.86%"
"2023- 03- 29","583,000","578,000","585,000","577,000","363.98K","1.04%"
"2023- 03- 28","577,000","578,000","579,000","566,000","0.16K","0.52%"
"2023- 03- 27","574,000","587,000","593,000","572,000","0.17K","0.88%"
"2023- 03- 26","569,000","569,000","569,000","569,000","","0.00%"
"2023- 03- 24","569,000","577,000","578,000","556,000","312.32K","-1.04%"
"2023- 03- 23","575,000","568,000","580,000","566,000","454.97K","0.35%"
"2023- 03- 22","573,000","557,000","577,000","556,000","0.01K","4.95%"
"2023- 03- 21","546,000","549,000","559,000","545,000","185.29K","0.37%"
"2023- 03- 20","544,000","546,000","551,000","537,000","0.02K","-1.63%"
"2023- 03- 19","553,000","553,000","553,000","553,000","","0.00%"
"2023- 03- 17","553,000","579,000","579,000","550,000","455.51K","-3.99%"
"2023- 03- 16","576,000","560,000","578,000","558,000","0.19K","1.95%"
"2023- 03- 15","565,000","553,000","573,000","550,000","0.08K","3.10%"
"2023- 03- 14","548,000","560,000","561,000","545,000","304.79K","-2.66%"
"2023- 03- 13","563,000","553,000","565,000","549,000","0.17K","2.18%"
"2023- 03- 12","551,000","551,000","551,000","551,000","","0.00%"
"2023- 03- 10","551,000","537,000","553,000","534,000","269.01K","0.36%"
"2023- 03- 09","549,000","565,000","569,000","546,000","0.11K","-2.31%"
"2023- 03- 08","562,000","559,000","569,000","551,000","371.27K","-0.71%"
"2023- 03- 07","566,000","548,000","570,000","543,000","830.48K","3.47%"
"2023- 03- 06","547,000","545,000","547,000","533,000","416.05K","1.67%"
"2023- 03- 05","538,000","538,000","538,000","538,000","","0.00%"
"2023- 03- 03","538,000","539,000","542,000","533,000","286.59K","0.56%"
"2023- 03- 02","535,000","520,000","542,000","516,000","0.09K","2.29%"
"2023- 03- 01","523,000","523,000","523,000","523,000","","0.00%"
"2023- 02- 28","523,000","516,000","532,000","515,000","413.13K","2.95%"
"2023- 02- 27","508,000","507,000","512,000","499,000","255.03K","-0.59%"
"2023- 02- 26","511,000","511,000","511,000","511,000","","0.00%"
"2023- 02- 24","511,000","508,000","522,000","507,000","238.04K","0.79%"
"2023- 02- 23","507,000","511,000","515,000","504,000","216.29K","-0.20%"
"2023- 02- 22","508,000","507,000","516,000","504,000","313.55K","-2.31%"
"2023- 02- 21","520,000","517,000","522,000","511,000","209.50K","0.78%"
"2023- 02- 20","516,000","534,000","534,000","511,000","378.24K","-3.19%"
"2023- 02- 19","533,000","533,000","533,000","533,000","","0.00%"
"2023- 02- 17","533,000","540,000","548,000","529,000","332.92K","-2.91%"
"2023- 02- 16","549,000","534,000","549,000","531,000","388.27K","4.17%"
"2023- 02- 15","527,000","531,000","543,000","526,000","311.18K","0.38%"
"2023- 02- 14","525,000","526,000","532,000","520,000","0.00K","0.57%"
"2023- 02- 13","522,000","536,000","537,000","522,000","412.57K","-3.69%"
"2023- 02- 12","542,000","542,000","542,000","542,000","","0.00%"
"2023- 02- 10","542,000","547,000","548,000","535,000","259.24K","-1.45%"
"2023- 02- 09","550,000","544,000","550,000","540,000","350.64K","0.73%"
"2023- 02- 08","546,000","545,000","549,000","542,000","300.29K","0.74%"
"2023- 02- 07","542,000","520,000","544,000","520,000","362.53K","3.24%"
"2023- 02- 06","525,000","530,000","533,000","521,000","278.30K","-1.87%"
