"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 04- 21","29,650","29,700","29,850","29,300","307.80K","-0.84%"
"2023- 04- 20","29,900","30,050","30,300","29,650","546.88K","-0.66%"
"2023- 04- 19","30,100","29,700","30,400","29,600","0.05K","1.35%"
"2023- 04- 18","29,700","30,550","30,600","29,500","1.12M","-3.41%"
"2023- 04- 17","30,750","30,500","30,850","30,100","0.11K","1.32%"
"2023- 04- 14","30,350","30,550","30,800","30,250","1.24M","1.34%"
"2023- 04- 13","29,950","30,000","30,250","29,450","1.02M","0.50%"
"2023- 04- 12","29,800","29,550","29,900","29,300","0.22K","0.51%"
"2023- 04- 11","29,650","29,250","30,000","29,250","920.07K","1.19%"
"2023- 04- 10","29,300","29,700","29,750","28,850","1.04M","-1.35%"
"2023- 04- 09","29,700","29,700","29,700","29,700","","0.00%"
"2023- 04- 07","29,700","30,050","30,050","29,250","1.14M","-0.83%"
"2023- 04- 06","29,950","31,200","31,300","29,900","1.76M","-5.22%"
"2023- 04- 05","31,600","31,650","32,400","31,100","1.31M","0.48%"
"2023- 04- 04","31,450","31,200","31,550","30,750","0.05K","1.13%"
"2023- 04- 03","31,100","31,900","32,150","30,900","1.38M","-1.89%"
"2023- 04- 02","31,700","31,700","31,700","31,700","","0.00%"
"2023- 03- 31","31,700","30,550","32,200","30,500","2.78M","4.45%"
"2023- 03- 30","30,350","30,150","30,700","29,850","1.20M","1.17%"
"2023- 03- 29","30,000","29,850","30,200","29,600","0.04K","0.33%"
"2023- 03- 28","29,900","29,200","30,050","29,200","0.07K","2.57%"
"2023- 03- 27","29,150","29,300","29,600","28,650","0.28K","-0.34%"
"2023- 03- 26","29,250","29,250","29,250","29,250","","0.00%"
"2023- 03- 24","29,250","29,100","29,550","28,900","668.85K","0.17%"
"2023- 03- 23","29,200","29,350","29,550","28,850","1.16M","-0.85%"
"2023- 03- 22","29,450","30,250","30,300","29,350","0.47K","-1.67%"
"2023- 03- 21","29,950","30,350","30,400","29,350","0.08K","-0.99%"
"2023- 03- 20","30,250","29,950","30,950","29,950","1.60M","1.17%"
"2023- 03- 19","29,900","29,900","29,900","29,900","","0.00%"
"2023- 03- 17","29,900","29,900","30,400","29,250","1.60M","1.36%"
"2023- 03- 16","29,500","29,750","30,200","29,050","1.99M","-2.32%"
"2023- 03- 15","30,200","29,500","30,500","29,350","0.32K","4.50%"
"2023- 03- 14","28,900","29,550","29,850","28,400","1.95M","-1.87%"
"2023- 03- 13","29,450","28,600","29,500","28,150","0.00K","2.43%"
"2023- 03- 12","28,750","28,750","28,750","28,750","","0.00%"
"2023- 03- 10","28,750","28,650","29,750","28,400","2.42M","0.35%"
"2023- 03- 09","28,650","27,500","29,450","27,300","0.78K","5.72%"
"2023- 03- 08","27,100","26,700","27,350","26,600","829.96K","0.00%"
"2023- 03- 07","27,100","27,050","27,800","26,950","944.61K","0.56%"
"2023- 03- 06","26,950","27,300","27,550","26,850","721.43K","-0.37%"
"2023- 03- 05","27,050","27,050","27,050","27,050","","0.00%"
"2023- 03- 03","27,050","27,150","27,250","26,800","694.23K","0.00%"
"2023- 03- 02","27,050","26,200","27,250","26,150","976.54K","3.05%"
"2023- 03- 01","26,250","26,250","26,250","26,250","","0.00%"
"2023- 02- 28","26,250","27,200","27,400","26,000","1.57M","-3.49%"
"2023- 02- 27","27,200","26,700","27,200","26,400","829.14K","1.49%"
"2023- 02- 26","26,800","26,800","26,800","26,800","","0.00%"
"2023- 02- 24","26,800","26,950","27,200","26,600","546.14K","-0.37%"
"2023- 02- 23","26,900","27,350","27,400","26,550","982.40K","-1.28%"
"2023- 02- 22","27,250","27,250","27,750","27,150","912.39K","-1.98%"
"2023- 02- 21","27,800","27,850","28,300","27,650","877.41K","0.18%"
"2023- 02- 20","27,750","28,250","28,250","27,250","1.11M","-1.42%"
"2023- 02- 17","28,150","27,200","28,750","27,200","1.91M","1.99%"
"2023- 02- 16","27,600","26,900","27,900","26,900","0.07K","3.18%"
"2023- 02- 15","26,750","27,250","27,450","26,650","1.09M","-1.65%"
"2023- 02- 14","27,200","27,200","27,250","26,900","0.01K","0.37%"
"2023- 02- 13","27,100","26,550","27,150","26,300","1.82M","2.85%"
"2023- 02- 12","26,350","26,350","26,350","26,350","","0.00%"
"2023- 02- 10","26,350","26,050","26,550","25,900","947.77K","1.74%"
"2023- 02- 09","25,900","25,750","26,100","25,650","716.61K","0.00%"
"2023- 02- 08","25,900","26,100","26,100","25,800","584.17K","-0.19%"
"2023- 02- 07","25,950","25,650","26,250","25,600","725.57K","0.97%"
