parameter,value5
boosting_type,gbdt
class_weight,
colsample_bytree,0.7
importance_type,split
learning_rate,0.003
max_depth,-1
min_child_samples,20
min_child_weight,0.001
min_split_gain,0.0
n_estimators,150
n_jobs,-1
num_leaves,6
objective,binary
random_state,42
reg_alpha,0.0
reg_lambda,0.0
silent,warn
subsample,0.7
subsample_for_bin,200000
subsample_freq,0
metric,binary_logloss
scale_pos_weight,1.5
best_score,0.6284013605442177
best_index,8.0
acc_train,0.7906976744186046
acc_val,0.627906976744186
acc_test,0.5555555555555556
precision,0.75
recall,0.3
f1score,0.4285714285714285
roc,0.5875
tn,21.0
fp,3.0
fn,21.0
tp,9.0
acc_test1,0.6666666666666666
precision1,0.8
recall1,0.4444444444444444
f1score1,0.5714285714285714
roc1,0.6666666666666666
tn1,8.0
fp1,1.0
fn1,5.0
tp1,4.0
acc_test2,0.5
precision2,1.0
recall2,0.3076923076923077
f1score2,0.47058823529411764
roc2,0.6538461538461539
tn2,5.0
fp2,0.0
fn2,9.0
tp2,4.0
acc_test3,0.5
precision3,0.3333333333333333
recall3,0.125
f1score3,0.18181818181818182
roc3,0.4625
tn3,8.0
fp3,2.0
fn3,7.0
tp3,1.0
