parameter,value3
boosting_type,gbdt
class_weight,
colsample_bytree,0.7776107350396038
importance_type,split
learning_rate,0.0023951202695692304
max_depth,30
min_child_samples,29
min_child_weight,0.001
min_split_gain,0.0
n_estimators,1095
n_jobs,-1
num_leaves,8
objective,binary
random_state,
reg_alpha,4
reg_lambda,3
silent,warn
subsample,0.6156272015036002
subsample_for_bin,238390
subsample_freq,0
metric,binary_logloss
verbose,1
force_col_wise,true
cv,5
scoring,precision
num_col,110
iterations,10
best_score,0.714002664002664
best_index,6.0
acc_train,0.8033707865168539
acc_val,0.5777777777777777
acc_test,0.6428571428571429
precision,0.8888888888888888
recall,0.47058823529411764
f1score,0.6153846153846153
roc,0.6898395721925134
tn,20.0
fp,2.0
fn,18.0
tp,16.0
acc_test1,0.6111111111111112
precision1,0.875
recall1,0.5384615384615384
f1score1,0.6666666666666667
roc1,0.6692307692307693
tn1,4.0
fp1,1.0
fn1,6.0
tp1,7.0
acc_test2,0.6111111111111112
precision2,1.0
recall2,0.3
f1score2,0.4615384615384615
roc2,0.65
tn2,8.0
fp2,0.0
fn2,7.0
tp2,3.0
acc_test3,0.7
precision3,0.8571428571428571
recall3,0.5454545454545454
f1score3,0.6666666666666665
roc3,0.7171717171717171
tn3,8.0
fp3,1.0
fn3,5.0
tp3,6.0
