parameter,value5
boosting_type,gbdt
class_weight,
colsample_bytree,0.6
importance_type,split
learning_rate,0.004
max_depth,-1
min_child_samples,20
min_child_weight,0.001
min_split_gain,0.0
n_estimators,150
n_jobs,-1
num_leaves,5
objective,binary
random_state,42
reg_alpha,0.0
reg_lambda,0.0
silent,warn
subsample,0.2
subsample_for_bin,200000
subsample_freq,0
metric,binary_logloss
scale_pos_weight,1.5
best_score,0.8333333333333333
best_index,324.0
acc_train,0.7674418604651163
acc_val,0.7209302325581395
acc_test,0.7222222222222222
precision,0.6666666666666666
recall,0.125
f1score,0.21052631578947367
roc,0.549342105263158
tn,37.0
fp,1.0
fn,14.0
tp,2.0
acc_test1,0.6111111111111112
precision1,0.0
recall1,0.0
f1score1,0.0
roc1,0.4583333333333333
tn1,11.0
fp1,1.0
fn1,6.0
tp1,0.0
acc_test2,0.7222222222222222
precision2,1.0
recall2,0.2857142857142857
f1score2,0.4444444444444445
roc2,0.6428571428571428
tn2,11.0
fp2,0.0
fn2,5.0
tp2,2.0
acc_test3,0.8333333333333334
precision3,0.0
recall3,0.0
f1score3,0.0
roc3,0.5
tn3,15.0
fp3,0.0
fn3,3.0
tp3,0.0
