parameter,value5
boosting_type,gbdt
class_weight,
colsample_bytree,0.5
importance_type,split
learning_rate,0.004
max_depth,-1
min_child_samples,20
min_child_weight,0.001
min_split_gain,0.0
n_estimators,200
n_jobs,-1
num_leaves,6
objective,binary
random_state,42
reg_alpha,0.0
reg_lambda,0.0
silent,warn
subsample,0.5
subsample_for_bin,200000
subsample_freq,0
metric,binary_logloss
scale_pos_weight,2.5
best_score,0.840952380952381
best_index,346.0
acc_train,0.8895348837209303
acc_val,0.7906976744186046
acc_test,0.7407407407407407
precision,0.625
recall,0.3125
f1score,0.4166666666666667
roc,0.6167763157894737
tn,35.0
fp,3.0
fn,11.0
tp,5.0
acc_test1,0.7222222222222222
precision1,0.6666666666666666
recall1,0.3333333333333333
f1score1,0.4444444444444444
roc1,0.6249999999999999
tn1,11.0
fp1,1.0
fn1,4.0
tp1,2.0
acc_test2,0.7222222222222222
precision2,0.75
recall2,0.42857142857142855
f1score2,0.5454545454545454
roc2,0.6688311688311688
tn2,10.0
fp2,1.0
fn2,4.0
tp2,3.0
acc_test3,0.7777777777777778
precision3,0.0
recall3,0.0
f1score3,0.0
roc3,0.4666666666666667
tn3,14.0
fp3,1.0
fn3,3.0
tp3,0.0
