parameter,value1
boosting_type,gbdt
class_weight,
colsample_bytree,0.8
importance_type,split
learning_rate,0.0025
max_depth,-1
min_child_samples,20
min_child_weight,0.001
min_split_gain,0.0
n_estimators,1300
n_jobs,-1
num_leaves,6
objective,binary
random_state,42
reg_alpha,0.0
reg_lambda,0.0
silent,warn
subsample,1
subsample_for_bin,200000
subsample_freq,0
metric,binary_logloss
scale_pos_weight,1.5
cv,
scoring,
num_col,110.0
best_score,0.7136507936507936
best_index,658.0
acc_train,0.9775280898876404
acc_val,0.5333333333333333
acc_test,0.6785714285714286
precision,0.8636363636363636
recall,0.5588235294117647
f1score,0.6785714285714287
roc,0.7112299465240641
tn,19.0
fp,3.0
fn,15.0
tp,19.0
acc_test1,0.6666666666666666
precision1,0.8888888888888888
recall1,0.6153846153846154
f1score1,0.7272727272727274
roc1,0.7076923076923077
tn1,4.0
fp1,1.0
fn1,5.0
tp1,8.0
acc_test2,0.7222222222222222
precision2,1.0
recall2,0.5
f1score2,0.6666666666666666
roc2,0.75
tn2,8.0
fp2,0.0
fn2,5.0
tp2,5.0
acc_test3,0.65
precision3,0.75
recall3,0.5454545454545454
f1score3,0.631578947368421
roc3,0.6616161616161615
tn3,7.0
fp3,2.0
fn3,5.0
tp3,6.0
