,date,splrcs,open,high,low,volume,splrcs_cr
24,2022-02-01,791.8800048828125,791.8599853515625,793.9400024414062,783.5700073242188,123014200,-0.06%
25,2022-02-02,801.25,792.1199951171875,802.280029296875,792.1199951171875,126495600,1.18%
26,2022-02-03,801.3599853515625,798.8800048828125,805.260009765625,796.0700073242188,120816700,0.01%
27,2022-02-04,791.719970703125,799.3900146484375,805.260009765625,787.469970703125,139178700,-1.20%
28,2022-02-07,792.5399780273438,794.7999877929688,796.3699951171875,788.47998046875,118440700,0.10%
29,2022-02-08,795.1500244140625,793.02001953125,797.7000122070312,791.3200073242188,108406600,0.33%
30,2022-02-09,795.2899780273438,796.77001953125,800.760009765625,794.0999755859375,120279600,0.02%
31,2022-02-10,787.0800170898438,791.010009765625,794.5999755859375,784.2100219726562,133942800,-1.03%
32,2022-02-11,784.6599731445312,789.1300048828125,792.4000244140625,781.9500122070312,134944300,-0.31%
33,2022-02-14,782.3900146484375,784.9000244140625,787.22998046875,772.1500244140625,135782800,-0.29%
34,2022-02-15,783.8300170898438,784.7100219726562,791.9099731445312,780.4099731445312,111711800,0.18%
35,2022-02-16,785.3699951171875,783.6599731445312,788.280029296875,777.989990234375,123313900,0.20%
36,2022-02-17,792.510009765625,782.8400268554688,794.6199951171875,782.0499877929688,147794000,0.91%
37,2022-02-18,793.3900146484375,791.6400146484375,796.7100219726562,789.0800170898438,148952500,0.11%
38,2022-02-22,786.77001953125,793.25,794.5399780273438,782.0,149976800,-0.83%
39,2022-02-23,780.2899780273438,789.1400146484375,789.7899780273438,779.4299926757812,125022600,-0.82%
40,2022-02-24,766.9600219726562,774.5800170898438,774.5800170898438,752.969970703125,191006500,-1.71%
41,2022-02-25,790.8900146484375,770.02001953125,791.7100219726562,770.02001953125,140841300,3.12%
42,2022-02-28,780.489990234375,779.760009765625,783.22998046875,771.4299926757812,156188200,-1.31%
43,2022-03-01,775.7899780273438,779.27001953125,784.3800048828125,771.6099853515625,136211500,-0.60%
44,2022-03-02,783.5399780273438,776.5999755859375,787.0800170898438,774.8800048828125,136919500,1.00%
45,2022-03-03,789.1599731445312,785.47998046875,794.0499877929688,785.47998046875,163444800,0.72%
46,2022-03-04,790.2999877929688,783.3300170898438,791.4199829101562,777.6199951171875,165372500,0.14%
47,2022-03-07,775.530029296875,786.260009765625,788.47998046875,774.3900146484375,206743700,-1.87%
48,2022-03-08,755.0700073242188,775.4199829101562,777.9299926757812,754.5900268554688,195880900,-2.64%
49,2022-03-09,760.0700073242188,762.780029296875,766.4199829101562,756.6900024414062,152966500,0.66%
50,2022-03-10,753.27001953125,755.8599853515625,757.75,746.4600219726562,142949400,-0.89%
51,2022-03-11,744.5999755859375,755.2100219726562,760.1599731445312,743.8699951171875,127576000,-1.15%
52,2022-03-14,748.8099975585938,747.6199951171875,756.0,744.4199829101562,144162500,0.57%
53,2022-03-15,765.3900146484375,753.030029296875,766.489990234375,753.030029296875,137533200,2.21%
54,2022-03-16,766.4199829101562,766.0499877929688,770.3099975585938,755.6699829101562,138472400,0.13%
55,2022-03-17,770.97998046875,766.1199951171875,772.469970703125,763.739990234375,111723000,0.59%
56,2022-03-18,773.0399780273438,770.9600219726562,773.8499755859375,766.6599731445312,249376000,0.27%
57,2022-03-21,773.9500122070312,774.469970703125,780.8699951171875,769.719970703125,127955500,0.12%
58,2022-03-22,779.02001953125,776.260009765625,780.4299926757812,772.8300170898438,123607500,0.66%
59,2022-03-23,772.1199951171875,778.9299926757812,780.6900024414062,771.239990234375,121308100,-0.89%
60,2022-03-24,776.8800048828125,773.510009765625,776.9299926757812,771.7899780273438,109030100,0.62%
61,2022-03-25,783.1599731445312,778.47998046875,784.3599853515625,777.5,98615400,0.81%
62,2022-03-28,786.3900146484375,783.3499755859375,786.3900146484375,778.8200073242188,97551000,0.41%
63,2022-03-29,793.6199951171875,789.989990234375,795.02001953125,786.739990234375,122956100,0.92%
64,2022-03-30,794.8499755859375,790.7000122070312,794.8499755859375,787.6099853515625,103302300,0.15%
65,2022-03-31,791.469970703125,793.9000244140625,797.6300048828125,791.4600219726562,148627200,-0.43%
66,2022-04-01,801.3800048828125,793.2999877929688,802.0599975585938,791.77001953125,113999600,1.25%
67,2022-04-04,798.8200073242188,799.3099975585938,799.3099975585938,789.7999877929688,107800700,-0.32%
68,2022-04-05,799.3599853515625,796.5,807.8699951171875,796.5,111300700,0.07%
69,2022-04-06,810.4600219726562,798.9299926757812,811.6300048828125,796.1900024414062,139364000,1.39%
70,2022-04-07,820.0,811.3499755859375,821.9500122070312,811.1500244140625,135632200,1.18%
71,2022-04-08,823.239990234375,822.280029296875,825.969970703125,818.739990234375,124112200,0.40%
72,2022-04-11,819.3800048828125,824.489990234375,827.6199951171875,818.1900024414062,125038300,-0.47%
73,2022-04-12,819.219970703125,819.9199829101562,825.0700073242188,816.530029296875,123855200,-0.02%
74,2022-04-13,824.8599853515625,819.4600219726562,825.9099731445312,819.0599975585938,116908000,0.69%
75,2022-04-14,824.510009765625,826.1900024414062,830.3699951171875,824.219970703125,129982500,-0.04%
76,2022-04-18,817.8099975585938,822.3900146484375,826.010009765625,815.469970703125,91695200,-0.81%
77,2022-04-19,829.8400268554688,818.77001953125,831.1599731445312,817.5499877929688,104384800,1.47%
78,2022-04-20,841.989990234375,832.2000122070312,844.22998046875,832.2000122070312,118486700,1.46%
79,2022-04-21,841.0999755859375,843.8800048828125,849.5499877929688,840.6699829101562,119720000,-0.11%
80,2022-04-22,827.6900024414062,843.1400146484375,843.8699951171875,826.8900146484375,131460400,-1.59%
81,2022-04-25,831.0700073242188,829.469970703125,833.2999877929688,816.4500122070312,140021600,0.41%
82,2022-04-26,818.77001953125,830.2000122070312,833.4099731445312,818.5900268554688,133710200,-1.48%
83,2022-04-27,820.97998046875,821.3300170898438,829.5900268554688,818.3200073242188,127466100,0.27%
84,2022-04-28,832.6900024414062,821.02001953125,833.7999877929688,817.739990234375,127334500,1.43%
85,2022-04-29,810.5,831.1699829101562,831.4000244140625,809.3800048828125,162297200,-2.66%
86,2022-05-02,800.0399780273438,815.5399780273438,816.9299926757812,788.27001953125,156571100,-1.29%
87,2022-05-03,798.1300048828125,799.3400268554688,805.22998046875,792.8300170898438,140725300,-0.24%
88,2022-05-04,815.4099731445312,798.1799926757812,816.4500122070312,795.7000122070312,133442800,2.17%
89,2022-05-05,799.9600219726562,813.25,813.25,794.280029296875,142308500,-1.89%
90,2022-05-06,799.6199951171875,798.239990234375,804.780029296875,792.6099853515625,142111200,-0.04%
91,2022-05-09,800.02001953125,795.1799926757812,807.2000122070312,790.25,170913500,0.05%
92,2022-05-10,793.969970703125,803.3099975585938,806.1900024414062,790.9400024414062,166270600,-0.76%
93,2022-05-11,791.22998046875,794.6599731445312,803.9600219726562,790.52001953125,142865400,-0.35%
94,2022-05-12,790.760009765625,791.780029296875,796.8200073242188,782.3499755859375,141327300,-0.06%
95,2022-05-13,802.0,793.6500244140625,802.739990234375,789.469970703125,115928700,1.42%
96,2022-05-16,805.6400146484375,802.219970703125,809.4299926757812,798.0599975585938,105145000,0.45%
97,2022-05-17,796.3599853515625,800.6699829101562,800.7899780273438,789.780029296875,172916100,-1.15%
98,2022-05-18,745.5499877929688,787.239990234375,787.239990234375,743.4500122070312,221733800,-6.38%
99,2022-05-19,730.8200073242188,740.22998046875,740.22998046875,726.9500122070312,194581300,-1.98%
100,2022-05-20,732.760009765625,734.8699951171875,734.8699951171875,721.0,183779300,0.27%
101,2022-05-23,748.1300048828125,739.1799926757812,750.9099731445312,738.77001953125,131092700,2.10%
102,2022-05-24,760.5599975585938,747.1199951171875,761.7999877929688,746.989990234375,123466700,1.66%
103,2022-05-25,760.8400268554688,760.0900268554688,763.1900024414062,754.6199951171875,119845100,0.04%
104,2022-05-26,769.4500122070312,764.27001953125,773.0999755859375,763.6199951171875,134995200,1.13%
105,2022-05-27,777.8599853515625,769.530029296875,777.8800048828125,768.9500122070312,130082700,1.09%
106,2022-05-31,772.2000122070312,774.8800048828125,777.3200073242188,764.3499755859375,231922400,-0.73%
107,2022-06-01,762.0599975585938,773.75,773.989990234375,757.02001953125,124668800,-1.31%
108,2022-06-02,772.530029296875,763.760009765625,772.7000122070312,751.1099853515625,137394100,1.37%
109,2022-06-03,764.47998046875,770.2999877929688,772.4199829101562,762.97998046875,102868900,-1.04%
110,2022-06-06,764.9000244140625,768.7999877929688,772.1300048828125,762.3599853515625,97804700,0.05%
111,2022-06-07,768.1099853515625,756.6900024414062,769.1500244140625,755.239990234375,109942300,0.42%
112,2022-06-08,758.7100219726562,764.0800170898438,765.47998046875,758.0700073242188,115550700,-1.22%
113,2022-06-09,747.3200073242188,758.3300170898438,765.3400268554688,747.0800170898438,123227200,-1.50%
114,2022-06-10,744.530029296875,739.6900024414062,750.280029296875,734.52001953125,123831400,-0.37%
115,2022-06-13,728.27001953125,732.8499755859375,738.1500244140625,725.5399780273438,146231600,-2.18%
116,2022-06-14,718.8900146484375,728.6500244140625,730.0700073242188,713.6099853515625,138852500,-1.29%
117,2022-06-15,719.47998046875,723.4199829101562,729.3200073242188,711.739990234375,150112900,0.08%
118,2022-06-16,714.75,709.8900146484375,719.97998046875,705.6799926757812,149308300,-0.66%
119,2022-06-17,711.8200073242188,715.4500122070312,719.8300170898438,709.030029296875,268321400,-0.41%
120,2022-06-21,730.9400024414062,716.8400268554688,732.719970703125,716.8400268554688,163684600,2.69%
121,2022-06-22,730.4500122070312,728.1199951171875,735.1400146484375,724.760009765625,171983300,-0.07%
122,2022-06-23,744.75,734.3499755859375,745.3699951171875,734.3499755859375,144598400,1.96%
123,2022-06-24,758.6099853515625,749.4199829101562,758.989990234375,748.3400268554688,209841700,1.86%
124,2022-06-27,756.9099731445312,758.2100219726562,760.6900024414062,754.5900268554688,115285800,-0.22%
125,2022-06-28,746.8200073242188,759.0999755859375,763.6199951171875,746.0700073242188,114293400,-1.33%
126,2022-06-29,750.489990234375,748.27001953125,753.4000244140625,747.6699829101562,119839400,0.49%
127,2022-06-30,750.0499877929688,745.52001953125,753.1599731445312,741.4299926757812,149970600,-0.06%
128,2022-07-01,760.77001953125,750.1799926757812,761.1500244140625,749.219970703125,124758500,1.43%
129,2022-07-05,756.4600219726562,756.9199829101562,758.4600219726562,744.260009765625,128985400,-0.57%
130,2022-07-06,758.0800170898438,758.219970703125,763.6599731445312,755.8099975585938,131017900,0.21%
131,2022-07-07,758.6599731445312,757.3099975585938,759.7100219726562,753.9400024414062,127062100,0.08%
132,2022-07-08,757.22998046875,758.97998046875,763.1799926757812,754.97998046875,102060600,-0.19%
133,2022-07-11,756.1400146484375,756.5499877929688,761.4299926757812,753.6599731445312,106126800,-0.14%
134,2022-07-12,753.7899780273438,757.0599975585938,763.8400268554688,751.260009765625,105428400,-0.31%
135,2022-07-13,753.8599853515625,750.280029296875,760.3300170898438,747.3499755859375,111262200,0.01%
136,2022-07-14,755.0999755859375,746.5700073242188,756.1300048828125,744.22998046875,131604700,0.16%
137,2022-07-15,758.0900268554688,758.7899780273438,762.3699951171875,754.9199829101562,126161600,0.40%
138,2022-07-18,750.6199951171875,758.1900024414062,760.3800048828125,749.5399780273438,106295700,-0.99%
139,2022-07-19,758.75,757.3499755859375,759.72998046875,754.6599731445312,121261800,1.08%
140,2022-07-20,753.219970703125,758.97998046875,759.5499877929688,749.6599731445312,105942600,-0.73%
141,2022-07-21,755.9600219726562,751.6900024414062,757.5499877929688,750.25,104672200,0.36%
142,2022-07-22,761.1500244140625,758.47998046875,763.3400268554688,756.8800048828125,91885100,0.69%
143,2022-07-25,764.6300048828125,762.5499877929688,766.3900146484375,760.530029296875,96688400,0.46%
144,2022-07-26,761.010009765625,754.8800048828125,761.8900146484375,753.0999755859375,143922300,-0.47%
145,2022-07-27,766.9500122070312,759.530029296875,768.9400024414062,754.2999877929688,145011600,0.78%
146,2022-07-28,779.1199951171875,767.0900268554688,780.8300170898438,766.0,115253000,1.59%
147,2022-07-29,773.5,770.6500244140625,774.6300048828125,768.0399780273438,168553500,-0.72%
148,2022-08-01,782.8300170898438,772.5,785.5800170898438,772.5,133781400,1.21%
149,2022-08-02,777.0599975585938,783.4600219726562,783.6799926757812,776.1300048828125,130280100,-0.74%
150,2022-08-03,781.5999755859375,776.489990234375,783.2999877929688,774.3499755859375,109839700,0.58%
151,2022-08-04,775.4400024414062,780.4000244140625,781.6099853515625,772.7899780273438,112170200,-0.79%
152,2022-08-05,774.280029296875,771.5399780273438,774.5599975585938,767.0700073242188,97099300,-0.15%
153,2022-08-08,773.780029296875,777.0700073242188,779.6500244140625,772.2100219726562,95814800,-0.06%
154,2022-08-09,773.1599731445312,776.02001953125,776.1799926757812,771.469970703125,94495700,-0.08%
155,2022-08-10,778.9000244140625,779.2999877929688,780.8800048828125,775.989990234375,102582000,0.74%
156,2022-08-11,776.4000244140625,781.739990234375,784.1599731445312,775.4000244140625,91904100,-0.32%
157,2022-08-12,783.5499877929688,779.1900024414062,783.780029296875,776.3599853515625,96508100,0.92%
158,2022-08-15,791.7999877929688,783.4400024414062,792.3400268554688,782.5599975585938,102079200,1.05%
159,2022-08-16,801.3599853515625,795.8099975585938,804.6699829101562,795.8099975585938,130757600,1.21%
160,2022-08-17,799.489990234375,798.5599975585938,802.510009765625,798.1400146484375,95128300,-0.23%
161,2022-08-18,801.52001953125,799.3200073242188,802.489990234375,797.0399780273438,96285500,0.25%
162,2022-08-19,798.739990234375,800.4000244140625,802.5499877929688,797.3599853515625,111901900,-0.35%
163,2022-08-22,789.9099731445312,795.3200073242188,796.2999877929688,788.8400268554688,95083600,-1.11%
164,2022-08-23,786.3300170898438,786.9500122070312,787.5800170898438,783.0800170898438,87742700,-0.45%
165,2022-08-24,788.2100219726562,787.0499877929688,790.0,785.2000122070312,84222900,0.24%
166,2022-08-25,791.7999877929688,788.3300170898438,791.9199829101562,785.1400146484375,86517100,0.46%
167,2022-08-26,772.1400146484375,792.9199829101562,793.72998046875,771.5800170898438,102125700,-2.48%
168,2022-08-29,771.0399780273438,767.739990234375,775.5999755859375,765.780029296875,88329100,-0.14%
169,2022-08-30,763.4000244140625,772.280029296875,772.3300170898438,761.5499877929688,89913600,-0.99%
170,2022-08-31,758.97998046875,764.9500122070312,767.0700073242188,758.97998046875,129366700,-0.58%
171,2022-09-01,764.3800048828125,756.6799926757812,764.6400146484375,753.52001953125,127785000,0.71%
172,2022-09-02,753.739990234375,768.2000122070312,771.6199951171875,750.5999755859375,112562300,-1.39%
173,2022-09-06,748.9600219726562,754.0399780273438,759.1500244140625,747.8499755859375,136135200,-0.63%
174,2022-09-07,762.219970703125,751.0,763.1900024414062,750.8400268554688,122481200,1.77%
175,2022-09-08,760.9199829101562,758.6699829101562,763.5900268554688,751.969970703125,128066200,-0.17%
176,2022-09-09,768.239990234375,762.780029296875,773.22998046875,760.0,122645500,0.96%
177,2022-09-12,771.4099731445312,770.0999755859375,773.8400268554688,768.1199951171875,121088500,0.41%
178,2022-09-13,745.9000244140625,765.0800170898438,766.1599731445312,743.97998046875,140424400,-3.31%
179,2022-09-14,745.1099853515625,747.1400146484375,748.72998046875,740.719970703125,127630300,-0.11%
180,2022-09-15,738.510009765625,744.489990234375,744.6599731445312,736.3400268554688,121578800,-0.89%
181,2022-09-16,740.3900146484375,737.7100219726562,741.3099975585938,736.030029296875,269418400,0.25%
182,2022-09-19,745.239990234375,738.3300170898438,745.52001953125,737.9600219726562,109574200,0.66%
183,2022-09-20,741.260009765625,741.5,742.8599853515625,735.489990234375,100377500,-0.53%
184,2022-09-21,738.719970703125,746.7000122070312,752.9600219726562,738.7000122070312,130611900,-0.34%
185,2022-09-22,737.2899780273438,738.6799926757812,742.3300170898438,736.1599731445312,111416200,-0.19%
186,2022-09-23,724.5,733.1400146484375,733.1400146484375,716.6500244140625,131378900,-1.73%
187,2022-09-26,724.5499877929688,722.6799926757812,730.9000244140625,721.1799926757812,129086600,0.01%
188,2022-09-27,711.8099975585938,727.239990234375,731.7000122070312,710.6699829101562,141244500,-1.76%
189,2022-09-28,720.27001953125,715.260009765625,723.780029296875,708.5,136632000,1.19%
190,2022-09-29,708.4500122070312,719.010009765625,720.22998046875,704.25,116946200,-1.64%
191,2022-09-30,695.780029296875,710.2999877929688,711.1400146484375,695.6900024414062,152449500,-1.79%
192,2022-10-03,707.8699951171875,699.5900268554688,709.6400146484375,697.3099975585938,144844100,1.74%
193,2022-10-04,718.72998046875,712.97998046875,722.3300170898438,712.3599853515625,137387200,1.53%
194,2022-10-05,714.4000244140625,715.8900146484375,718.030029296875,707.1699829101562,109945400,-0.60%
195,2022-10-06,703.9500122070312,713.6300048828125,715.4400024414062,702.3499755859375,124408200,-1.46%
196,2022-10-07,693.02001953125,702.3800048828125,702.77001953125,690.3099975585938,125740900,-1.55%
197,2022-10-10,695.0399780273438,695.5399780273438,697.8900146484375,689.3900146484375,116383700,0.29%
198,2022-10-11,701.5,695.739990234375,707.6300048828125,694.8499755859375,140572900,0.93%
199,2022-10-12,704.8499755859375,707.1699829101562,713.3400268554688,704.8300170898438,139912000,0.48%
200,2022-10-13,716.1799926757812,696.1799926757812,718.8699951171875,695.2899780273438,174511200,1.61%
201,2022-10-14,703.0499877929688,719.77001953125,721.3699951171875,702.2999877929688,146221500,-1.83%
202,2022-10-17,710.8800048828125,708.8200073242188,714.6099853515625,708.8200073242188,125527700,1.11%
203,2022-10-18,720.2100219726562,719.4299926757812,725.239990234375,716.3499755859375,119986000,1.31%
