,date,splrcm,open,high,low,volume,splrcm_cr
0,2022-03-28,558.6099853515625,559.1699829101562,559.1699829101562,553.1699829101562,73432500,nan%
1,2022-03-29,562.9000244140625,561.9099731445312,563.0599975585938,554.9500122070312,93916300,0.77%
2,2022-03-30,561.02001953125,561.9199829101562,564.1799926757812,558.6099853515625,62860800,-0.33%
3,2022-03-31,553.4500122070312,559.239990234375,562.9099731445312,553.4199829101562,79871000,-1.35%
4,2022-04-01,559.72998046875,555.3900146484375,561.3900146484375,553.5900268554688,76270600,1.13%
5,2022-04-04,559.489990234375,560.719970703125,560.719970703125,554.8200073242188,65477500,-0.04%
6,2022-04-05,555.0700073242188,558.7999877929688,563.0800170898438,553.6599731445312,74971800,-0.79%
7,2022-04-06,548.8699951171875,551.280029296875,551.5,543.97998046875,87330300,-1.12%
8,2022-04-07,552.3300170898438,549.4099731445312,554.5999755859375,545.6599731445312,73042700,0.63%
9,2022-04-08,555.3900146484375,554.4299926757812,559.2899780273438,552.6500244140625,64791700,0.55%
10,2022-04-11,552.8699951171875,554.8200073242188,558.8800048828125,552.2899780273438,61163200,-0.45%
11,2022-04-12,553.0499877929688,554.52001953125,560.260009765625,550.9099731445312,62134200,0.03%
12,2022-04-13,561.1400146484375,553.3400268554688,561.25,551.969970703125,65675800,1.46%
13,2022-04-14,559.22998046875,561.4500122070312,566.02001953125,559.0399780273438,71219500,-0.34%
14,2022-04-18,559.6900024414062,558.52001953125,563.02001953125,558.010009765625,63013800,0.08%
15,2022-04-19,564.8900146484375,558.4500122070312,566.2000122070312,557.2000122070312,66484700,0.93%
16,2022-04-20,568.780029296875,565.97998046875,570.6400146484375,564.8400268554688,76269500,0.69%
17,2022-04-21,559.25,572.3099975585938,574.6799926757812,557.8300170898438,113841000,-1.68%
18,2022-04-22,538.4000244140625,554.8800048828125,554.8800048828125,537.5499877929688,107071700,-3.73%
19,2022-04-25,536.8300170898438,535.030029296875,538.0999755859375,522.219970703125,115341900,-0.29%
20,2022-04-26,528.52001953125,536.0599975585938,542.239990234375,528.489990234375,104540000,-1.55%
21,2022-04-27,536.3400268554688,532.7000122070312,542.4400024414062,531.8099975585938,108522400,1.48%
22,2022-04-28,544.7100219726562,538.3699951171875,546.72998046875,530.0599975585938,87831700,1.56%
23,2022-04-29,533.969970703125,544.8200073242188,551.1199951171875,532.72998046875,105383200,-1.97%
24,2022-05-02,532.2100219726562,534.8499755859375,536.719970703125,522.1300048828125,100612200,-0.33%
25,2022-05-03,538.1799926757812,532.8800048828125,541.22998046875,532.030029296875,94478400,1.12%
26,2022-05-04,555.6400146484375,541.4400024414062,556.02001953125,537.0,106447500,3.24%
27,2022-05-05,538.3499755859375,552.6599731445312,553.8800048828125,532.77001953125,112128500,-3.11%
28,2022-05-06,531.0,534.0900268554688,534.4000244140625,522.3200073242188,100038500,-1.37%
29,2022-05-09,513.7999877929688,522.989990234375,525.4600219726562,512.6099853515625,122434900,-3.24%
30,2022-05-10,510.7900085449219,518.3699951171875,523.97998046875,504.8399963378906,109741400,-0.59%
31,2022-05-11,510.94000244140625,510.989990234375,524.5599975585938,510.1400146484375,101945100,0.03%
32,2022-05-12,509.9800109863281,505.7099914550781,515.0,500.7699890136719,108257200,-0.19%
33,2022-05-13,517.7999877929688,513.530029296875,522.8699951171875,513.530029296875,91687500,1.53%
34,2022-05-16,516.8300170898438,516.3099975585938,520.8599853515625,511.010009765625,85376000,-0.19%
35,2022-05-17,531.6300048828125,525.3099975585938,532.260009765625,523.1699829101562,92772700,2.86%
36,2022-05-18,514.75,526.77001953125,527.5499877929688,512.7899780273438,88967400,-3.18%
37,2022-05-19,518.27001953125,512.02001953125,524.3599853515625,511.9700012207031,96340200,0.68%
38,2022-05-20,517.1500244140625,522.3699951171875,525.3900146484375,506.0299987792969,108678100,-0.22%
39,2022-05-23,526.7000122070312,521.1799926757812,527.8400268554688,520.3300170898438,88201700,1.85%
40,2022-05-24,523.510009765625,525.7999877929688,526.0999755859375,514.6900024414062,84502800,-0.61%
41,2022-05-25,525.9500122070312,521.25,528.0399780273438,520.0800170898438,82656400,0.47%
42,2022-05-26,535.52001953125,528.3300170898438,538.010009765625,528.3300170898438,75755200,1.82%
43,2022-05-27,547.8099975585938,539.4500122070312,547.8099975585938,538.8200073242188,75083700,2.29%
44,2022-05-31,539.0599975585938,543.7000122070312,545.030029296875,537.489990234375,166331700,-1.60%
45,2022-06-01,533.52001953125,539.1099853515625,541.4299926757812,528.4600219726562,80835000,-1.03%
46,2022-06-02,547.8300170898438,538.3400268554688,547.9199829101562,537.780029296875,76448700,2.68%
47,2022-06-03,542.4600219726562,543.3200073242188,546.72998046875,540.7100219726562,61311700,-0.98%
48,2022-06-06,547.72998046875,546.0900268554688,549.72998046875,544.8300170898438,64745200,0.97%
49,2022-06-07,551.6900024414062,543.5599975585938,552.1400146484375,541.5800170898438,74350700,0.72%
50,2022-06-08,540.0999755859375,547.0700073242188,550.4500122070312,538.989990234375,63038900,-2.10%
51,2022-06-09,527.1900024414062,535.8699951171875,537.6699829101562,527.1500244140625,75770800,-2.39%
52,2022-06-10,511.1199951171875,518.6500244140625,518.6500244140625,510.510009765625,89283200,-3.05%
53,2022-06-13,491.07000732421875,499.510009765625,499.510009765625,488.2900085449219,105762300,-3.92%
54,2022-06-14,486.95001220703125,491.0,493.7200012207031,483.3399963378906,90223400,-0.84%
55,2022-06-15,487.0899963378906,492.239990234375,494.1099853515625,478.4100036621094,93685800,0.03%
56,2022-06-16,469.29998779296875,476.4599914550781,476.4599914550781,465.4800109863281,107854600,-3.65%
57,2022-06-17,468.79998779296875,467.9700012207031,471.9599914550781,460.5299987792969,165127500,-0.11%
58,2022-06-21,475.6700134277344,472.45001220703125,477.7799987792969,472.1600036621094,90436800,1.47%
59,2022-06-22,469.510009765625,468.7099914550781,474.07000732421875,464.4599914550781,108968400,-1.30%
60,2022-06-23,462.92999267578125,468.45001220703125,470.0299987792969,458.3699951171875,123036700,-1.40%
61,2022-06-24,481.3500061035156,465.7900085449219,481.42999267578125,465.57000732421875,169602200,3.98%
62,2022-06-27,477.4700012207031,480.4100036621094,481.70001220703125,476.010009765625,87072600,-0.81%
63,2022-06-28,472.3699951171875,479.9200134277344,484.6000061035156,471.5899963378906,86305200,-1.07%
64,2022-06-29,468.9100036621094,472.5899963378906,473.7300109863281,463.989990234375,70375100,-0.73%
65,2022-06-30,463.1600036621094,462.739990234375,467.2300109863281,456.75,88239900,-1.23%
66,2022-07-01,466.260009765625,460.3299865722656,466.8999938964844,454.3599853515625,90494400,0.67%
67,2022-07-05,456.92999267578125,456.739990234375,456.9800109863281,447.5,112121000,-2.00%
68,2022-07-06,459.75,456.489990234375,461.1499938964844,451.6199951171875,112297600,0.62%
69,2022-07-07,463.989990234375,462.92999267578125,468.5400085449219,462.6600036621094,87052800,0.92%
70,2022-07-08,459.3599853515625,464.75,465.239990234375,457.1199951171875,64688100,-1.00%
71,2022-07-11,458.1300048828125,454.2900085449219,460.19000244140625,454.0199890136719,74261200,-0.27%
72,2022-07-12,457.1600036621094,456.8900146484375,463.260009765625,455.7099914550781,85304300,-0.21%
73,2022-07-13,454.6499938964844,450.6099853515625,457.17999267578125,447.7099914550781,79759000,-0.55%
74,2022-07-14,446.05999755859375,448.4100036621094,448.4100036621094,440.32000732421875,96819200,-1.89%
75,2022-07-15,453.2900085449219,452.8399963378906,454.70001220703125,447.82000732421875,80514500,1.62%
76,2022-07-18,454.29998779296875,458.760009765625,461.1199951171875,452.69000244140625,82561500,0.22%
77,2022-07-19,468.4100036621094,459.510009765625,469.0799865722656,458.8500061035156,78844000,3.11%
78,2022-07-20,468.95001220703125,467.6499938964844,470.8900146484375,465.5400085449219,85202400,0.12%
79,2022-07-21,475.5299987792969,468.739990234375,475.6000061035156,466.05999755859375,92443800,1.40%
80,2022-07-22,472.05999755859375,478.75,480.9800109863281,470.0,75426900,-0.73%
81,2022-07-25,474.0899963378906,472.7799987792969,474.6300048828125,470.2699890136719,97193400,0.43%
82,2022-07-26,470.9700012207031,471.3999938964844,473.55999755859375,468.9700012207031,78725000,-0.66%
83,2022-07-27,476.8699951171875,471.489990234375,478.4100036621094,465.32000732421875,101968300,1.25%
84,2022-07-28,484.9100036621094,477.8599853515625,485.32000732421875,477.82000732421875,93683300,1.69%
85,2022-07-29,491.30999755859375,487.3900146484375,492.67999267578125,486.510009765625,127682200,1.32%
86,2022-08-01,487.30999755859375,488.3800048828125,489.3299865722656,483.8599853515625,77758800,-0.81%
87,2022-08-02,482.3900146484375,485.3900146484375,489.1499938964844,479.79998779296875,88562800,-1.01%
88,2022-08-03,483.010009765625,484.8399963378906,484.92999267578125,478.9100036621094,83382200,0.13%
89,2022-08-04,483.239990234375,483.57000732421875,487.3500061035156,480.8500061035156,83888600,0.05%
90,2022-08-05,484.989990234375,479.1600036621094,486.9800109863281,478.2300109863281,83484000,0.36%
91,2022-08-08,487.6400146484375,489.67999267578125,494.44000244140625,487.3999938964844,78256000,0.55%
92,2022-08-09,485.1700134277344,487.8800048828125,488.5899963378906,483.6300048828125,68629700,-0.51%
93,2022-08-10,499.1300048828125,493.6300048828125,501.739990234375,493.5,72516000,2.88%
94,2022-08-11,500.510009765625,503.0,506.7900085449219,499.9200134277344,65675900,0.28%
95,2022-08-12,509.9100036621094,501.7799987792969,509.9700012207031,501.20001220703125,59164300,1.88%
96,2022-08-15,509.45001220703125,504.4599914550781,510.1099853515625,503.239990234375,75884800,-0.09%
97,2022-08-16,512.4299926757812,508.07000732421875,514.5499877929688,508.07000732421875,61584300,0.58%
98,2022-08-17,505.2699890136719,506.5400085449219,507.82000732421875,502.6700134277344,61602600,-1.40%
99,2022-08-18,506.5799865722656,506.7699890136719,507.92999267578125,503.6000061035156,58989800,0.26%
100,2022-08-19,497.4200134277344,503.4700012207031,503.5899963378906,495.67999267578125,66883100,-1.81%
101,2022-08-22,489.5,490.69000244140625,492.2300109863281,487.760009765625,71529500,-1.59%
102,2022-08-23,494.2799987792969,489.4599914550781,496.79998779296875,489.4599914550781,69039800,0.98%
103,2022-08-24,495.489990234375,493.7099914550781,497.17999267578125,492.6600036621094,67185300,0.24%
104,2022-08-25,506.70001220703125,497.94000244140625,506.7900085449219,497.94000244140625,75924900,2.26%
105,2022-08-26,490.80999755859375,508.07000732421875,508.2900085449219,490.7699890136719,76244300,-3.14%
106,2022-08-29,487.44000244140625,486.7900085449219,491.489990234375,484.3599853515625,72450900,-0.69%
107,2022-08-30,479.1099853515625,488.4200134277344,488.8500061035156,476.4800109863281,79536100,-1.71%
108,2022-08-31,473.29998779296875,479.6199951171875,479.6499938964844,473.20001220703125,101623500,-1.21%
109,2022-09-01,466.75,467.67999267578125,467.67999267578125,461.1199951171875,83265800,-1.38%
110,2022-09-02,466.3299865722656,474.20001220703125,477.3599853515625,464.3399963378906,75404300,-0.09%
111,2022-09-06,464.79998779296875,468.2699890136719,470.44000244140625,462.8699951171875,84426100,-0.33%
112,2022-09-07,477.489990234375,463.54998779296875,478.1199951171875,462.42999267578125,73205000,2.73%
113,2022-09-08,482.1700134277344,473.0899963378906,482.32000732421875,471.2200012207031,76581600,0.98%
114,2022-09-09,489.3699951171875,486.7900085449219,490.54998779296875,485.69000244140625,73385000,1.49%
115,2022-09-12,493.69000244140625,494.5400085449219,496.17999267578125,491.010009765625,81367800,0.88%
116,2022-09-13,476.2099914550781,484.5,486.5899963378906,475.0,86550100,-3.54%
117,2022-09-14,470.3699951171875,474.30999755859375,474.4599914550781,465.739990234375,99886700,-1.23%
118,2022-09-15,464.0799865722656,469.25,473.2099914550781,463.3299865722656,80102600,-1.34%
119,2022-09-16,456.82000732421875,458.04998779296875,458.44000244140625,451.80999755859375,169691300,-1.56%
120,2022-09-19,464.260009765625,452.4800109863281,464.8900146484375,452.2099914550781,82042200,1.63%
121,2022-09-20,455.45001220703125,458.7900085449219,458.7900085449219,452.0299987792969,75594800,-1.90%
122,2022-09-21,445.45001220703125,457.7099914550781,459.32000732421875,445.3900146484375,79546400,-2.20%
123,2022-09-22,439.9100036621094,447.6300048828125,448.1400146484375,439.80999755859375,77631400,-1.24%
124,2022-09-23,430.8999938964844,433.489990234375,433.510009765625,424.6499938964844,103108500,-2.05%
125,2022-09-26,423.8299865722656,428.0899963378906,433.2799987792969,421.9800109863281,90916600,-1.64%
126,2022-09-27,424.7900085449219,428.5799865722656,431.75,421.19000244140625,83393300,0.23%
127,2022-09-28,435.95001220703125,427.0199890136719,437.8699951171875,425.760009765625,83044000,2.63%
128,2022-09-29,429.2699890136719,431.45001220703125,431.4599914550781,423.1499938964844,77991700,-1.53%
129,2022-09-30,427.7699890136719,429.239990234375,435.8800048828125,426.79998779296875,95034000,-0.35%
130,2022-10-03,442.32000732421875,433.7799987792969,445.04998779296875,432.30999755859375,100738700,3.40%
131,2022-10-04,457.9800109863281,449.8299865722656,458.489990234375,449.80999755859375,91571600,3.54%
132,2022-10-05,452.9800109863281,452.4800109863281,456.6400146484375,447.9700012207031,75784900,-1.09%
133,2022-10-06,448.3599853515625,449.5400085449219,454.2200012207031,447.1000061035156,82560300,-1.02%
134,2022-10-07,436.9599914550781,444.5199890136719,444.739990234375,434.29998779296875,69129100,-2.54%
135,2022-10-10,438.0299987792969,439.3699951171875,440.57000732421875,435.17999267578125,61860200,0.24%
136,2022-10-11,434.80999755859375,435.42999267578125,441.6099853515625,431.5400085449219,72713400,-0.74%
