parameter,value1
boosting_type,goss
class_weight,
colsample_bytree,0.5015020365607495
importance_type,split
learning_rate,0.0008935887340296632
max_depth,3
min_child_samples,11
min_child_weight,0.001
min_split_gain,0.0
n_estimators,1070
n_jobs,-1
num_leaves,9
objective,binary
random_state,
reg_alpha,2.2
reg_lambda,2.6
silent,warn
subsample,0.08532107526802597
subsample_for_bin,209797
subsample_freq,0
metric,binary_logloss
verbose,1
boost_from_average,True
force_col_wise,true
cv,5
scoring,precision
num_col,110
iterations,10
best_score,0.6973015873015873
best_index,7.0
acc_train,0.8333333333333334
acc_val,0.6875
acc_test,0.5833333333333334
precision,0.7777777777777778
recall,0.4
f1score,0.5283018867924528
roc,0.62
tn,21.0
fp,4.0
fn,21.0
tp,14.0
acc_test1,0.65
precision1,1.0
recall1,0.4166666666666667
f1score1,0.5882352941176471
roc1,0.7083333333333334
tn1,8.0
fp1,0.0
fn1,7.0
tp1,5.0
acc_test2,0.65
precision2,0.7142857142857143
recall2,0.5
f1score2,0.588235294117647
roc2,0.6500000000000001
tn2,8.0
fp2,2.0
fn2,5.0
tp2,5.0
acc_test3,0.45
precision3,0.6666666666666666
recall3,0.3076923076923077
f1score3,0.42105263157894735
roc3,0.510989010989011
tn3,5.0
fp3,2.0
fn3,9.0
tp3,4.0
